Date,Time,Load (kW),,,,,,,
,11:00,5997.79476,,,,,,,
,12:00,6048.76752,,,,,,,
,13:00,6048.76752,,,,,,,
,14:00,7574.2092,,,,,,,
,15:00,8049.79908,,,,,,,
,16:00,8208.32904,,,,,,,
,17:00,7996.95576,,,,,,,
,18:00,7627.05252,,,,,,,
,19:00,6781.5594,,,,,,,
,20:00,5830.37964,,,,,,,
,21:00,5597.6508,,,,,,,
,22:00,5491.02888,,,,,,,
,23:00,5366.63664,,,,,,,
03.10.2019,0:00,5548.5486,,,,,,,
,1:00,5795.15076,,,,,,,
,2:00,6430.05,,,,,,,
,3:00,7407.4176,,,,,,,
,4:00,7218.8028,,,,,,,
,5:00,6550.0776,,,,,,,
,6:00,5264.0676,,,,,,,
,7:00,4504.30848,,,,,,,
,8:00,6094.908,,,,,,,
,9:00,6148.6866,,,,,,,
,10:00,5115.35808,,,,,,,
,11:00,3613.92192,,,,,,,
,12:00,5516.90496,,,,,,,
,13:00,5289.94368,,,,,,,
,14:00,8461.01052,,,,,,,
,15:00,8744.868,,,,,,,
,16:00,8754.37668,,,,,,,
,17:00,7803.97632,,,,,,,
,18:00,8153.14752,,,,,,,
,19:00,7070.7168,,,,,,,
,20:00,6127.95456,,,,,,,
,21:00,5377.23648,,,,,,,
,22:00,5255.02656,,,,,,,
,23:00,5377.23648,,,,,,,
04.10.2019,0:00,5412.1536,,,,,,,
,1:00,5464.52928,,,,,,,
,2:00,6127.95456,,,,,,,
,3:00,7454.80512,,,,,,,
,4:00,7051.2318,,,,,,,
,5:00,6313.14,,,,,,,
,6:00,6481.4904,,,,,,,
,7:00,5386.12164,,,,,,,
,8:00,5332.6548,,,,,,,
,9:00,5212.6272,,,,,,,
,10:00,3466.14768,,,,,,,
,11:00,5182.2306,,,,,,,
,12:00,6835.02624,,,,,,,
,13:00,7733.2068,,,,,,,
,14:00,8841.66948,,,,,,,
,15:00,8807.06412,,,,,,,
,16:00,8484.86016,,,,,,,
,17:00,8135.68896,,,,,,,
,18:00,7158.0096,,,,,,,
,19:00,6337.45728,,,,,,,
,20:00,5883.53472,,,,,,,
,21:00,5569.28064,,,,,,,
,22:00,5481.98784,,,,,,,
,23:00,5691.49056,,,,,,,
05.10.2019,0:00,5918.45184,,,,,,,
,1:00,6581.87712,,,,,,,
,2:00,4451.9328,,,,,,,
,3:00,7509.98664,,,,,,,
,4:00,6851.86128,,,,,,,
,5:00,6801.35616,,,,,,,
,6:00,6847.34076,,,,,,,
,7:00,6830.34984,,,,,,,
,8:00,6694.42248,,,,,,,
,9:00,6252.65856,,,,,,,
,10:00,6286.6404,,,,,,,
,11:00,5199.22152,,,,,,,
,12:00,6414.15024,,,,,,,
,13:00,7441.7112,,,,,,,
,14:00,7070.7168,,,,,,,
,15:00,8131.32432,,,,,,,
,16:00,7922.601,,,,,,,
,17:00,7492.99572,,,,,,,
,18:00,7098.7752,,,,,,,
,19:00,6263.57016,,,,,,,
,20:00,5761.3248,,,,,,,
,21:00,5778.78336,,,,,,,
,22:00,5601.39192,,,,,,,
,23:00,5478.09084,,,,,,,
06.10.2019,0:00,5272.48512,,,,,,,
,1:00,5394.69504,,,,,,,
,2:00,5831.15904,,,,,,,
,3:00,6796.368,,,,,,,
,4:00,7187.15916,,,,,,,
,5:00,6966.2772,,,,,,,
,6:00,6721.5456,,,,,,,
,7:00,6490.53144,,,,,,,
,8:00,6601.518,,,,,,,
,9:00,5486.976,,,,,,,
,10:00,6490.53144,,,,,,,
,11:00,5727.0312,,,,,,,
,12:00,6490.53144,,,,,,,
,13:00,6439.55868,,,,,,,
,14:00,7508.42784,,,,,,,
,15:00,8198.66448,,,,,,,
,16:00,8189.62344,,,,,,,
,17:00,8230.464,,,,,,,
,18:00,7870.3812,,,,,,,
,19:00,7509.36312,,,,,,,
,20:00,6523.11036,,,,,,,
,21:00,5953.36896,,,,,,,
,22:00,5671.84968,,,,,,,
,23:00,5548.5486,,,,,,,
07.10.2019,0:00,5671.84968,,,,,,,
,1:00,5848.6176,,,,,,,
,2:00,6459.6672,,,,,,,
,3:00,6826.29696,,,,,,,
,4:00,6878.67264,,,,,,,
,5:00,6581.87712,,,,,,,
,6:00,5657.97636,,,,,,,
,7:00,6507.52236,,,,,,,
,8:00,6354.60408,,,,,,,
,9:00,6388.58592,,,,,,,
,10:00,6014.78568,,,,,,,
,11:00,6116.7312,,,,,,,
,12:00,6031.7766,,,,,,,
,13:00,6099.74028,,,,,,,
,14:00,7340.07744,,,,,,,
,15:00,7917.76872,,,,,,,
,16:00,8019.71424,,,,,,,
,17:00,7815.8232,,,,,,,
,18:00,6711.4134,,,,,,,
,19:00,6371.595,,,,,,,
,20:00,6550.0776,,,,,,,
,21:00,5984.2332,,,,,,,
,22:00,5761.79244,,,,,,,
,23:00,5675.27904,,,,,,,
08.10.2019,0:00,5656.57344,,,,,,,
,1:00,5604.19776,,,,,,,
,2:00,5915.646,,,,,,,
,3:00,7390.2708,,,,,,,
,4:00,7071.96384,,,,,,,
,5:00,6538.23072,,,,,,,
,6:00,6464.65536,,,,,,,
,7:00,6767.68608,,,,,,,
,8:00,5471.388,,,,,,,
,9:00,5709.8844,,,,,,,
,10:00,5536.8576,,,,,,,
,11:00,5536.8576,,,,,,,
,12:00,5069.68524,,,,,,,
,13:00,4913.96112,,,,,,,
,14:00,7098.7752,,,,,,,
,15:00,8213.3172,,,,,,,
,16:00,8299.0512,,,,,,,
,17:00,8058.996,,,,,,,
,18:00,7716.06,,,,,,,
,19:00,6652.9584,,,,,,,
,20:00,6207.1416,,,,,,,
,21:00,5847.99408,,,,,,,
,22:00,5425.24752,,,,,,,
,23:00,5337.17532,,,,,,,
09.10.2019,0:00,5390.01864,,,,,,,
,1:00,5583.77748,,,,,,,
,2:00,6180.33024,,,,,,,
,3:00,6292.8756,,,,,,,
,4:00,6575.48604,,,,,,,
,5:00,6633.00576,,,,,,,
,6:00,6750.85104,,,,,,,
,7:00,6565.6656,,,,,,,
,8:00,6252.65856,,,,,,,
,9:00,6150.71304,,,,,,,
,10:00,6065.75844,,,,,,,
,11:00,6133.72212,,,,,,,
,12:00,6031.7766,,,,,,,
,13:00,5369.13072,,,,,,,
,14:00,7102.20456,,,,,,,
,15:00,7201.656,,,,,,,
,16:00,7510.2984,,,,,,,
,17:00,8054.4304,,,,,,,
,18:00,5028.06528,,,,,,,
,19:00,6686.62848,,,,,,,
,20:00,6005.74464,,,,,,,
,21:00,5534.36352,,,,,,,
,22:00,5301.94644,,,,,,,
,23:00,5178.64536,,,,,,,
10.10.2019,0:00,5301.94644,,,,,,,
,1:00,5513.31972,,,,,,,
,2:00,5597.6508,,,,,,,
,3:00,6656.8554,,,,,,,
,4:00,6279.46992,,,,,,,
,5:00,6060.6144,,,,,,,
,6:00,6581.87712,,,,,,,
,7:00,6507.2106,,,,,,,
,8:00,6614.7678,,,,,,,
,9:00,6632.694,,,,,,,
,10:00,6184.07136,,,,,,,
,11:00,6075.57888,,,,,,,
,12:00,5967.0864,,,,,,,
,13:00,6127.95456,,,,,,,
,14:00,7441.08768,,,,,,,
,15:00,8115.8922,,,,,,,
,16:00,7390.2708,,,,,,,
,17:00,6546.96,,,,,,,
,18:00,6677.43156,,,,,,,
,19:00,6422.56776,,,,,,,
,20:00,5518.152,,,,,,,
,21:00,5534.36352,,,,,,,
,22:00,5220.10944,,,,,,,
,23:00,4905.85536,,,,,,,
11.10.2019,0:00,4958.23104,,,,,,,
,1:00,5150.2752,,,,,,,
,2:00,5335.14888,,,,,,,
,3:00,6116.7312,,,,,,,
,4:00,5854.38516,,,,,,,
,5:00,6320.62224,,,,,,,
,6:00,6422.56776,,,,,,,
,7:00,5161.1868,,,,,,,
,8:00,5246.9208,,,,,,,
,9:00,6241.4352,,,,,,,
,10:00,5831.00316,,,,,,,
,11:00,5658.444,,,,,,,
,12:00,5692.7376,,,,,,,
,13:00,5812.7652,,,,,,,
,14:00,6500.81952,,,,,,,
,15:00,7442.02296,,,,,,,
,16:00,7353.639,,,,,,,
,17:00,6972.98004,,,,,,,
,18:00,6540.41304,,,,,,,
,19:00,5656.57344,,,,,,,
,20:00,5743.86624,,,,,,,
,21:00,4870.93824,,,,,,,
,22:00,4731.26976,,,,,,,
,23:00,4597.36884,,,,,,,
12.10.2019,0:00,4456.45332,,,,,,,
,1:00,4791.12768,,,,,,,
,2:00,5178.64536,,,,,,,
,3:00,5827.88556,,,,,,,
,4:00,5199.22152,,,,,,,
,5:00,6439.55868,,,,,,,
,6:00,6550.0776,,,,,,,
,7:00,6430.05,,,,,,,
,8:00,6371.595,,,,,,,
,9:00,6235.66764,,,,,,,
,10:00,5847.0588,,,,,,,
,11:00,5607.0036,,,,,,,
,12:00,5589.8568,,,,,,,
,13:00,5761.3248,,,,,,,
,14:00,7201.656,,,,,,,
,15:00,7102.20456,,,,,,,
,16:00,7287.39,,,,,,,
,17:00,7232.52024,,,,,,,
,18:00,6567.2244,,,,,,,
,19:00,5952.12192,,,,,,,
,20:00,5363.8308,,,,,,,
,21:00,5324.8608,,,,,,,
,22:00,4967.27208,,,,,,,
,23:00,4932.0432,,,,,,,
13.10.2019,0:00,4797.9864,,,,,,,
,1:00,5011.23024,,,,,,,
,2:00,5294.62008,,,,,,,
,3:00,5935.9104,,,,,,,
,4:00,6378.6096,,,,,,,
,5:00,6395.7564,,,,,,,
,6:00,5287.4496,,,,,,,
,7:00,5832.71784,,,,,,,
,8:00,5270.61456,,,,,,,
,9:00,5097.276,,,,,,,
,10:00,7630.48188,,,,,,,
,11:00,7153.17732,,,,,,,
,12:00,6626.4588,,,,,,,
,13:00,7493.1516,,,,,,,
,14:00,7047.3348,,,,,,,
,15:00,6073.24068,,,,,,,
,16:00,5727.18708,,,,,,,
,17:00,5484.94956,,,,,,,
,18:00,5412.1536,,,,,,,
,19:00,5307.40224,,,,,,,
,20:00,5255.02656,,,,,,,
,21:00,5272.48512,,,,,,,
,22:00,5246.9208,,,,,,,
,23:00,5437.0944,,,,,,,
14.10.2019,0:00,5673.40848,,,,,,,
,1:00,5687.59356,,,,,,,
,2:00,5821.02684,,,,,,,
,3:00,5799.67128,,,,,,,
,4:00,5606.06832,,,,,,,
,5:00,5808.0888,,,,,,,
,6:00,5454.55296,,,,,,,
,7:00,5454.08532,,,,,,,
,8:00,5415.73884,,,,,,,
,9:00,5571.46296,,,,,,,
,10:00,6505.80768,,,,,,,
,11:00,6881.3226,,,,,,,
,12:00,7102.20456,,,,,,,
,13:00,7013.0412,,,,,,,
,14:00,6841.5732,,,,,,,
,15:00,6310.0224,,,,,,,
,16:00,5589.8568,,,,,,,
,17:00,5315.508,,,,,,,
,18:00,5156.19864,,,,,,,
,19:00,4923.31392,,,,,,,
,20:00,5150.2752,,,,,,,
,21:00,5132.81664,,,,,,,
,22:00,5303.0376,,,,,,,
,23:00,6077.44944,,,,,,,
15.10.2019,0:00,5959.60416,,,,,,,
,1:00,6021.17676,,,,,,,
,2:00,5954.46012,,,,,,,
,3:00,5148.24876,,,,,,,
,4:00,5301.16704,,,,,,,
,5:00,5301.16704,,,,,,,
,6:00,4585.2102,,,,,,,
,7:00,4886.838,,,,,,,
,8:00,4818.2508,,,,,,,
,9:00,4886.838,,,,,,,
,10:00,7000.25904,,,,,,,
,11:00,7204.15008,,,,,,,
,12:00,7081.6284,,,,,,,
,13:00,7102.20456,,,,,,,
,14:00,7051.2318,,,,,,,
,15:00,5878.85832,,,,,,,
,16:00,5335.14888,,,,,,,
,17:00,5394.69504,,,,,,,
,18:00,5185.19232,,,,,,,
,19:00,4983.17184,,,,,,,
,20:00,4152.6432,,,,,,,
,21:00,4663.9296,,,,,,,
,22:00,4848.49152,,,,,,,
,23:00,5824.92384,,,,,,,
16.10.2019,0:00,6048.76752,,,,,,,
,1:00,6207.1416,,,,,,,
,2:00,5551.82208,,,,,,,
,3:00,5980.80384,,,,,,,
,4:00,5720.95188,,,,,,,
,5:00,5622.90336,,,,,,,
,6:00,5707.07856,,,,,,,
,7:00,5929.83108,,,,,,,
,8:00,5810.89464,,,,,,,
,9:00,6224.2884,,,,,,,
,10:00,5932.7928,,,,,,,
,11:00,7218.8028,,,,,,,
,12:00,6765.34788,,,,,,,
,13:00,6869.16396,,,,,,,
,14:00,6350.08356,,,,,,,
,15:00,6021.33264,,,,,,,
,16:00,5604.19776,,,,,,,
,17:00,5429.61216,,,,,,,
,18:00,5202.65088,,,,,,,
,19:00,4896.81432,,,,,,,
,20:00,4703.05548,,,,,,,
,21:00,4888.3968,,,,,,,
,22:00,5366.9484,,,,,,,
,23:00,5946.822,,,,,,,
17.10.2019,0:00,6087.114,,,,,,,
,1:00,6177.05676,,,,,,,
,2:00,5946.822,,,,,,,
,3:00,5774.41872,,,,,,,
,4:00,5131.25784,,,,,,,
,5:00,4989.7188,,,,,,,
,6:00,5115.35808,,,,,,,
,7:00,5234.4504,,,,,,,
,8:00,5377.86,,,,,,,
,9:00,5516.90496,,,,,,,
,10:00,6005.74464,,,,,,,
,11:00,5935.9104,,,,,,,
,12:00,6040.66176,,,,,,,
,13:00,6073.24068,,,,,,,
,14:00,6018.5268,,,,,,,
,15:00,5658.444,,,,,,,
,16:00,5220.10944,,,,,,,
,17:00,4723.63164,,,,,,,
,18:00,4643.97696,,,,,,,
,19:00,4773.51324,,,,,,,
,20:00,4678.89408,,,,,,,
,21:00,4720.66992,,,,,,,
,22:00,4740.46668,,,,,,,
,23:00,5012.3214,,,,,,,
18.10.2019,0:00,5084.18208,,,,,,,
,1:00,5067.34704,,,,,,,
,2:00,5134.6872,,,,,,,
,3:00,5016.84192,,,,,,,
,4:00,5097.276,,,,,,,
,5:00,4553.56656,,,,,,,
,6:00,4561.0488,,,,,,,
,7:00,4571.181,,,,,,,
,8:00,4678.7382,,,,,,,
,9:00,4804.2216,,,,,,,
,10:00,5447.07072,,,,,,,
,11:00,5530.93416,,,,,,,
,12:00,5865.60852,,,,,,,
,13:00,5579.88048,,,,,,,
,14:00,5575.0482,,,,,,,
,15:00,5270.3028,,,,,,,
,16:00,4888.3968,,,,,,,
,17:00,4286.7,,,,,,,
,18:00,4012.3512,,,,,,,
,19:00,4312.26432,,,,,,,
,20:00,4417.01568,,,,,,,
,21:00,4556.68416,,,,,,,
,22:00,4783.64544,,,,,,,
,23:00,5062.9824,,,,,,,
19.10.2019,0:00,5132.81664,,,,,,,
,1:00,5202.65088,,,,,,,
,2:00,5235.69744,,,,,,,
,3:00,5318.15796,,,,,,,
,4:00,5233.20336,,,,,,,
,5:00,4944.35772,,,,,,,
,6:00,4842.4122,,,,,,,
,7:00,4638.52116,,,,,,,
,8:00,4672.503,,,,,,,
,9:00,4281.71184,,,,,,,
,10:00,5691.9582,,,,,,,
,11:00,6235.66764,,,,,,,
,12:00,6021.33264,,,,,,,
,13:00,6211.66212,,,,,,,
,14:00,5865.60852,,,,,,,
,15:00,5604.19776,,,,,,,
,16:00,5231.48868,,,,,,,
,17:00,4914.42876,,,,,,,
,18:00,4843.971,,,,,,,
,19:00,4703.05548,,,,,,,
,20:00,4691.36448,,,,,,,
,21:00,4709.1348,,,,,,,
,22:00,4655.82384,,,,,,,
,23:00,5348.86632,,,,,,,
20.10.2019,0:00,5267.1852,,,,,,,
,1:00,5046.30324,,,,,,,
,2:00,5590.01268,,,,,,,
,3:00,5539.03992,,,,,,,
,4:00,6694.42248,,,,,,,
,5:00,5318.15796,,,,,,,
,6:00,5335.14888,,,,,,,
,7:00,5250.19428,,,,,,,
,8:00,5246.9208,,,,,,,
,9:00,5332.6548,,,,,,,
,10:00,6327.1692,,,,,,,
,11:00,6388.58592,,,,,,,
,12:00,6541.5042,,,,,,,
,13:00,6388.58592,,,,,,,
,14:00,6286.6404,,,,,,,
,15:00,5727.0312,,,,,,,
,16:00,5454.08532,,,,,,,
,17:00,5115.35808,,,,,,,
,18:00,4940.77248,,,,,,,
,19:00,4958.23104,,,,,,,
,20:00,5010.60672,,,,,,,
,21:00,5028.06528,,,,,,,
,22:00,5167.73376,,,,,,,
,23:00,5369.13072,,,,,,,
21.10.2019,0:00,5386.12164,,,,,,,
,1:00,5335.14888,,,,,,,
,2:00,5454.55296,,,,,,,
,3:00,5437.71792,,,,,,,
,4:00,5538.72816,,,,,,,
,5:00,5252.53248,,,,,,,
,6:00,5303.0376,,,,,,,
,7:00,5218.8624,,,,,,,
,8:00,5352.1398,,,,,,,
,9:00,5505.05808,,,,,,,
,10:00,6541.5042,,,,,,,
,11:00,7238.13192,,,,,,,
,12:00,7255.12284,,,,,,,
,13:00,7133.0688,,,,,,,
,14:00,6610.55904,,,,,,,
,15:00,5915.646,,,,,,,
,16:00,5879.7936,,,,,,,
,17:00,5270.3028,,,,,,,
,18:00,5324.0814,,,,,,,
,19:00,5207.63904,,,,,,,
,20:00,5388.45984,,,,,,,
,21:00,5726.71944,,,,,,,
,22:00,5872.62312,,,,,,,
,23:00,6930.4248,,,,,,,
22.10.2019,0:00,6060.6144,,,,,,,
,1:00,5622.90336,,,,,,,
,2:00,5912.84016,,,,,,,
,3:00,6127.95456,,,,,,,
,4:00,5114.26692,,,,,,,
,5:00,5012.3214,,,,,,,
,6:00,4852.5444,,,,,,,
,7:00,4774.44852,,,,,,,
,8:00,4876.39404,,,,,,,
,9:00,4831.65648,,,,,,,
,10:00,7747.85952,,,,,,,
,11:00,7934.75964,,,,,,,
,12:00,7968.74148,,,,,,,
,13:00,7068.22272,,,,,,,
,14:00,6817.25592,,,,,,,
,15:00,6529.50144,,,,,,,
,16:00,5988.28608,,,,,,,
,17:00,5534.36352,,,,,,,
,18:00,5202.65088,,,,,,,
,19:00,5115.35808,,,,,,,
,20:00,5188.93344,,,,,,,
,21:00,5331.096,,,,,,,
,22:00,6095.21976,,,,,,,
,23:00,7000.25904,,,,,,,
23.10.2019,0:00,6666.67584,,,,,,,
,1:00,6161.62464,,,,,,,
,2:00,5740.74864,,,,,,,
,3:00,6666.67584,,,,,,,
,4:00,7374.05928,,,,,,,
,5:00,6694.42248,,,,,,,
,6:00,6350.08356,,,,,,,
,7:00,6515.784,,,,,,,
,8:00,6498.6372,,,,,,,
,9:00,6652.9584,,,,,,,
,10:00,8080.35156,,,,,,,
,11:00,8755.15608,,,,,,,
,12:00,8504.8128,,,,,,,
,13:00,8305.2864,,,,,,,
,14:00,7000.88256,,,,,,,
,15:00,6791.37984,,,,,,,
,16:00,6442.20864,,,,,,,
,17:00,5548.5486,,,,,,,
,18:00,5460.4764,,,,,,,
,19:00,5604.19776,,,,,,,
,20:00,5689.46412,,,,,,,
,21:00,5953.68072,,,,,,,
,22:00,6217.89732,,,,,,,
,23:00,6961.6008,,,,,,,
24.10.2019,0:00,7153.17732,,,,,,,
,1:00,6303.63132,,,,,,,
,2:00,6235.66764,,,,,,,
,3:00,5727.0312,,,,,,,
,4:00,5709.8844,,,,,,,
,5:00,5674.96728,,,,,,,
,6:00,5759.92188,,,,,,,
,7:00,5298.3612,,,,,,,
,8:00,5418.3888,,,,,,,
,9:00,7204.15008,,,,,,,
,10:00,8436.2256,,,,,,,
,11:00,8487.666,,,,,,,
,12:00,8470.5192,,,,,,,
,13:00,8121.65976,,,,,,,
,14:00,7255.12284,,,,,,,
,15:00,7887.528,,,,,,,
,16:00,5864.2056,,,,,,,
,17:00,5761.79244,,,,,,,
,18:00,5636.6208,,,,,,,
,19:00,5442.86196,,,,,,,
,20:00,5384.40696,,,,,,,
,21:00,5846.43528,,,,,,,
,22:00,6004.02996,,,,,,,
,23:00,6817.25592,,,,,,,
25.10.2019,0:00,7161.43896,,,,,,,
,1:00,6412.9032,,,,,,,
,2:00,6550.0776,,,,,,,
,3:00,5281.2144,,,,,,,
,4:00,5212.6272,,,,,,,
,5:00,5052.38256,,,,,,,
,6:00,4827.44772,,,,,,,
,7:00,4783.9572,,,,,,,
,8:00,4852.5444,,,,,,,
,9:00,4869.6912,,,,,,,
,10:00,7956.1152,,,,,,,
,11:00,7730.8686,,,,,,,
,12:00,7713.87768,,,,,,,
,13:00,7543.96848,,,,,,,
,14:00,6869.16396,,,,,,,
,15:00,5900.8374,,,,,,,
,16:00,5178.64536,,,,,,,
,17:00,5011.23024,,,,,,,
,18:00,4993.45992,,,,,,,
,19:00,4904.60832,,,,,,,
,20:00,4797.9864,,,,,,,
,21:00,5029.00056,,,,,,,
,22:00,5722.04304,,,,,,,
,23:00,7125.89832,,,,,,,
26.10.2019,0:00,6966.2772,,,,,,,
,1:00,6035.6736,,,,,,,
,2:00,6035.6736,,,,,,,
,3:00,3926.6172,,,,,,,
,4:00,5058.306,,,,,,,
,5:00,4921.1316,,,,,,,
,6:00,4663.9296,,,,,,,
,7:00,4475.3148,,,,,,,
,8:00,4698.2232,,,,,,,
,9:00,4766.8104,,,,,,,
,10:00,7577.95032,,,,,,,
,11:00,7459.01388,,,,,,,
,12:00,7357.06836,,,,,,,
,13:00,7197.91488,,,,,,,
,14:00,6038.63532,,,,,,,
,15:00,5425.24752,,,,,,,
,16:00,5178.64536,,,,,,,
,17:00,4691.36448,,,,,,,
,18:00,4579.7544,,,,,,,
,19:00,4602.51288,,,,,,,
,20:00,4638.05352,,,,,,,
,21:00,5045.52384,,,,,,,
,22:00,5502.25224,,,,,,,
,23:00,7699.6926,,,,,,,
27.10.2019,0:00,6711.4134,,,,,,,
,1:00,5812.7652,,,,,,,
,2:00,5984.2332,,,,,,,
,3:00,6039.41472,,,,,,,
,4:00,4536.57564,,,,,,,
,5:00,4468.61196,,,,,,,
,6:00,4298.70276,,,,,,,
,7:00,3839.94792,,,,,,,
,8:00,4412.1834,,,,,,,
,9:00,5812.7652,,,,,,,
,10:00,6915.30444,,,,,,,
,11:00,7306.0956,,,,,,,
,12:00,7136.1864,,,,,,,
,13:00,6835.02624,,,,,,,
,14:00,6346.81008,,,,,,,
,15:00,6195.29472,,,,,,,
,16:00,5969.4246,,,,,,,
,17:00,5307.40224,,,,,,,
,18:00,4870.93824,,,,,,,
,19:00,4486.84992,,,,,,,
,20:00,4207.51296,,,,,,,
,21:00,4269.5532,,,,,,,
,22:00,5196.2598,,,,,,,
,23:00,5442.86196,,,,,,,
28.10.2019,0:00,5812.7652,,,,,,,
,1:00,5641.2972,,,,,,,
,2:00,5795.6184,,,,,,,
,3:00,5590.01268,,,,,,,
,4:00,5556.03084,,,,,,,
,5:00,5235.69744,,,,,,,
,6:00,4781.15136,,,,,,,
,7:00,4663.30608,,,,,,,
,8:00,4655.51208,,,,,,,
,9:00,4915.83168,,,,,,,
,10:00,6978.7476,,,,,,,
,11:00,7272.11376,,,,,,,
,12:00,6927.3072,,,,,,,
,13:00,5264.0676,,,,,,,
,14:00,6043.77936,,,,,,,
,15:00,5757.58368,,,,,,,
,16:00,5727.18708,,,,,,,
,17:00,5289.94368,,,,,,,
,18:00,5062.9824,,,,,,,
,19:00,4713.8112,,,,,,,
,20:00,4678.89408,,,,,,,
,21:00,4905.85536,,,,,,,
,22:00,5182.2306,,,,,,,
,23:00,6371.595,,,,,,,
29.10.2019,0:00,6155.7012,,,,,,,
,1:00,6378.6096,,,,,,,
,2:00,5986.72728,,,,,,,
,3:00,5607.0036,,,,,,,
,4:00,5264.0676,,,,,,,
,5:00,5260.01472,,,,,,,
,6:00,5144.04,,,,,,,
,7:00,4646.7828,,,,,,,
,8:00,4543.902,,,,,,,
,9:00,5115.35808,,,,,,,
,10:00,7419.888,,,,,,,
,11:00,7611.93216,,,,,,,
,12:00,7437.34656,,,,,,,
,13:00,6983.424,,,,,,,
,14:00,6337.45728,,,,,,,
,15:00,5115.35808,,,,,,,
,16:00,4696.35264,,,,,,,
,17:00,4591.60128,,,,,,,
,18:00,4315.5378,,,,,,,
,19:00,4051.3212,,,,,,,
,20:00,4190.0544,,,,,,,
,21:00,4469.39136,,,,,,,
,22:00,4783.9572,,,,,,,
,23:00,6150.71304,,,,,,,
30.10.2019,0:00,6932.29536,,,,,,,
,1:00,6949.28628,,,,,,,
,2:00,5744.178,,,,,,,
,3:00,5161.1868,,,,,,,
,4:00,5075.4528,,,,,,,
,5:00,4886.838,,,,,,,
,6:00,4766.8104,,,,,,,
,7:00,4663.9296,,,,,,,
,8:00,4792.84236,,,,,,,
,9:00,4827.44772,,,,,,,
,10:00,7111.40148,,,,,,,
,11:00,7646.84928,,,,,,,
,12:00,7232.52024,,,,,,,
,13:00,6755.8392,,,,,,,
,14:00,6678.83448,,,,,,,
,15:00,6354.91584,,,,,,,
,16:00,5866.07616,,,,,,,
,17:00,5586.7392,,,,,,,
,18:00,4914.42876,,,,,,,
,19:00,4262.69448,,,,,,,
,20:00,4300.41744,,,,,,,
,21:00,4491.6822,,,,,,,
,22:00,5125.80204,,,,,,,
,23:00,6267.62304,,,,,,,
31.10.2018,0:00,7647.4728,,,,,,,
,1:00,6065.75844,,,,,,,
,2:00,5640.98544,,,,,,,
,3:00,4553.56656,,,,,,,
,4:00,5250.19428,,,,,,,
,5:00,5012.3214,,,,,,,
,6:00,4852.5444,,,,,,,
,7:00,4886.838,,,,,,,
,8:00,4989.7188,,,,,,,
,9:00,5469.8292,,,,,,,
,10:00,6807.2796,,,,,,,
,11:00,6782.65056,,,,,,,
,12:00,7146.00684,,,,,,,
,13:00,6748.0452,,,,,,,
,14:00,5398.43616,,,,,,,
,15:00,4983.17184,,,,,,,
,16:00,4597.36884,,,,,,,
,17:00,4421.22444,,,,,,,
,18:00,4174.62228,,,,,,,
,19:00,4051.63296,,,,,,,
,20:00,3945.01104,,,,,,,
,21:00,4526.91108,,,,,,,
,22:00,5372.4042,,,,,,,
,23:00,6038.63532,,,,,,,
01.11.2018,0:00,6592.47696,,,,,,,
,1:00,6286.6404,,,,,,,
,2:00,6023.2032,,,,,,,
,3:00,5882.9112,,,,,,,
,4:00,5725.94004,,,,,,,
,5:00,5607.0036,,,,,,,
,6:00,5272.48512,,,,,,,
,7:00,5260.01472,,,,,,,
,8:00,5260.01472,,,,,,,
,9:00,5952.12192,,,,,,,
,10:00,7319.03364,,,,,,,
,11:00,7609.43808,,,,,,,
,12:00,8155.48572,,,,,,,
,13:00,6669.16992,,,,,,,
,14:00,6127.95456,,,,,,,
,15:00,5237.568,,,,,,,
,16:00,3683.75616,,,,,,,
,17:00,4667.8266,,,,,,,
,18:00,4385.99556,,,,,,,
,19:00,4371.49872,,,,,,,
,20:00,4318.18776,,,,,,,
,21:00,4602.51288,,,,,,,
,22:00,5675.27904,,,,,,,
,23:00,6285.0816,,,,,,,
02.11.2018,0:00,6903.76932,,,,,,,
,1:00,6512.04288,,,,,,,
,2:00,5691.49056,,,,,,,
,3:00,6640.17624,,,,,,,
,4:00,5591.540304,,,,,,,
,5:00,5522.080176,,,,,,,
,6:00,6807.092544,,,,,,,
,7:00,6668.172288,,,,,,,
,8:00,5110.790796,,,,,,,
,9:00,6599.33568,,,,,,,
,10:00,8253.191304,,,,,,,
,11:00,7016.953788,,,,,,,
,12:00,6764.319072,,,,,,,
,13:00,6643.52766,,,,,,,
,14:00,5447.678652,,,,,,,
,15:00,5460.4764,,,,,,,
,16:00,5378.919984,,,,,,,
,17:00,4206.11004,,,,,,,
,18:00,4350.76668,,,,,,,
,19:00,4389.26904,,,,,,,
,20:00,4353.7284,,,,,,,
,21:00,4624.9596,,,,,,,
,22:00,5646.753,,,,,,,
,23:00,7578.1062,,,,,,,
03.11.2018,0:00,7272.11376,,,,,,,
,1:00,5740.74864,,,,,,,
,2:00,5674.032,,,,,,,
,3:00,5415.73884,,,,,,,
,4:00,3788.50752,,,,,,,
,5:00,5028.06528,,,,,,,
,6:00,5301.94644,,,,,,,
,7:00,6076.9818,,,,,,,
,8:00,6253.1262,,,,,,,
,9:00,7257.14928,,,,,,,
,10:00,7751.60064,,,,,,,
,11:00,7068.22272,,,,,,,
